events,launch_speed,launch_angle,HR
single,82.80000000000001,8,0
field_out,68.4,40,0
field_out,93.1,27,0
field_out,62.6,-35,0
field_out,70.3,83,0
field_out,40.5,-66,0
single,103.9,12,0
single,88.9,7,0
single,84.30000000000001,14,0
field_out,101.7,-2,0
field_out,71,-28,0
field_out,89.10000000000001,45,0
grounded_into_double_play,104.5,-2,0
single,99.8,8,0
field_out,64.3,-10,0
single,88.4,24,0
single,97.9,13,0
field_out,82.7,9,0
field_out,87.7,-14,0
single,88.30000000000001,-15,0
field_out,96.8,56,0
grounded_into_double_play,105.4,-1,0
field_out,103.2,-1,0
field_out,101.1,42,0
field_out,63.5,-12,0
force_out,99.8,-2,0
field_out,83.60000000000001,1,0
single,27,25,0
field_out,77.9,12,0
home_run,99.5,35,1
field_out,89,37,0
single,99.4,11,0
sac_fly,92.6,30,0
field_out,84.2,40,0
field_out,63.7,-14,0
field_out,94.8,8,0
single,89.80000000000001,10,0
field_out,53.900000000000006,20,0
field_out,100.8,-1,0
field_error,89.80000000000001,-8,0
field_out,99.6,17,0
single,95.9,-2,0
home_run,107.5,29,1
force_out,65,-24,0
field_out,90.7,74,0
double,109.4,11,0
field_out,88.60000000000001,-33,0
field_out,80.5,31,0
field_out,79,-16,0
force_out,82.9,-3,0
field_out,82.10000000000001,-18,0
field_out,87.2,76,0
field_out,82.2,30,0
field_error,78.60000000000001,-34,0
double,103.7,11,0
field_out,75.60000000000001,44,0
field_out,89.30000000000001,38,0
single,80.2,17,0
single,104.3,4,0
single,89.10000000000001,8,0
field_out,95.3,-9,0
single,53.900000000000006,-55,0
field_out,90.4,3,0
single,79.9,12,0
field_out,61.6,88,0
field_out,90.2,51,0
field_out,80.2,42,0
field_out,83.30000000000001,51,0
double,71.9,53,0
single,97.2,5,0
force_out,77.5,-20,0
field_out,96.5,30,0
field_out,76.5,-24,0
field_out,88.80000000000001,43,0
grounded_into_double_play,102.9,-9,0
field_out,77.7,67,0
field_out,97.8,22,0
field_out,85.80000000000001,64,0
double,94.4,17,0
field_out,62.2,-25,0
field_out,89.80000000000001,19,0
sac_fly,80.5,30,0
field_out,78,-10,0
fielders_choice_out,76.4,-14,0
field_out,94.1,-28,0
field_out,87.4,21,0
single,73,21,0
field_out,81.9,59,0
field_out,70.2,-11,0
single,64,24,0
field_out,73.4,-11,0
field_out,58.8,-62,0
field_out,90,32,0
single,82.9,15,0
single,54.400000000000006,-49,0
field_out,84.7,-8,0
force_out,104,-5,0
field_out,102.1,40,0
force_out,73.9,-2,0
field_out,72.3,-9,0
home_run,110.4,19,1
single,86.10000000000001,15,0
field_out,81.60000000000001,2,0
single,95.5,15,0
field_out,64.2,42,0
field_out,94.1,36,0
field_out,101.3,-6,0
field_error,103.7,3,0
single,88,-1,0
field_out,96.2,8,0
field_out,62.8,37,0
single,88.7,-6,0
field_out,84,-31,0
grounded_into_double_play,81.9,-14,0
field_out,98.4,41,0
field_out,89.5,55,0
field_out,80,-35,0
field_out,105.9,19,0
field_out,88.5,54,0
field_out,100.6,19,0
home_run,100.9,33,1
force_out,96.4,2,0
single,84.5,14,0
single,74.9,26,0
field_out,89.4,38,0
double,105.8,22,0
field_out,92,-3,0
double,101.9,20,0
double,104,26,0
double,110.3,15,0
single,80.10000000000001,20,0
field_out,94.4,59,0
field_out,87.30000000000001,24,0
single,101.1,-3,0
field_out,91.2,33,0
home_run,105.1,34,1
field_out,70.9,-13,0
double,105.6,20,0
double,95.5,18,0
single,79,23,0
home_run,107.4,31,1
field_out,81.80000000000001,-16,0
field_out,70.7,-14,0
field_out,76.5,-8,0
single,61.6,46,0
field_out,67,87,0
single,68.2,23,0
single,94.4,15,0
field_out,94.5,44,0
field_out,102.5,44,0
field_out,73.8,48,0
field_out,102.8,19,0
single,71.4,29,0
field_out,43.5,-23,0
field_out,104.9,33,0
single,86.5,26,0
single,93.8,-3,0
single,98.3,2,0
field_out,59.8,-23,0
grounded_into_double_play,68.4,1,0
field_out,81.5,27,0
single,106.1,-2,0
field_out,58.8,47,0
field_out,77,48,0
field_out,92,-21,0
field_out,99.7,22,0
field_out,71.10000000000001,-13,0
field_out,95.9,52,0
field_out,106.6,16,0
field_out,100.9,9,0
sac_fly,85.30000000000001,44,0
field_out,85.10000000000001,55,0
single,85.4,15,0
field_out,94.4,44,0
field_out,76.10000000000001,58,0
force_out,98,4,0
single,70,41,0
field_out,96,9,0
home_run,105.5,32,1
field_out,96.7,29,0
field_out,97.9,-32,0
field_out,100.3,-3,0
grounded_into_double_play,73.5,-16,0
field_out,95.9,-1,0
single,92.7,11,0
field_out,51.900000000000006,50,0
single,102.6,-3,0
field_out,86,29,0
field_out,69.7,3,0
field_out,97.6,34,0
field_out,60.5,-58,0
field_out,92.2,38,0
grounded_into_double_play,89.10000000000001,4,0
double,101.8,14,0
field_out,61.3,-48,0
single,102.7,7,0
field_out,107,1,0
field_out,72.10000000000001,60,0
field_out,97.2,-11,0
field_out,81.10000000000001,52,0
force_out,77.4,-9,0
force_out,58.1,-53,0
force_out,42.5,-74,0
single,103.6,14,0
single,104,-20,0
field_out,68.4,-1,0
single,55.6,14,0
single,99.9,14,0
field_out,92.9,6,0
field_out,74.4,-3,0
field_out,73.60000000000001,-2,0
field_out,68.7,-13,0
field_out,78.5,36,0
force_out,86.4,-16,0
force_out,99.6,-21,0
single,61.1,21,0
field_out,88.5,73,0
single,98.6,15,0
field_out,70.2,6,0
single,92,20,0
field_out,85.5,31,0
field_out,63.3,45,0
